,volume
287,30
288,30
289,30
290,30
291,30
292,30
293,30
294,30
295,30
296,30
297,30
298,30
299,30
300,30
301,30
302,30
303,30
304,30
305,30
306,30
307,30
308,30
309,30
310,30
311,30
312,30
313,30
314,30
315,30
316,30
317,30
318,30
319,30
320,30
321,30
322,30
323,30
324,30
325,30
326,30
327,30
328,30
329,30
330,30
331,30
332,30
333,30
334,30
335,30
336,30
337,30
338,30
339,30
340,30
341,30
342,30
343,30
344,30
345,30
346,30
347,31
348,36
349,39
350,39
351,39
352,39
353,39
354,39
355,39
356,39
357,39
358,39
359,39
360,39
361,39
362,39
363,39
364,39
365,39
366,39
367,39
368,39
369,39
370,39
371,39
372,39
373,39
374,39
375,39
376,39
377,39
378,39
379,39
380,39
381,40
382,43
383,47
384,51
385,52
386,56
387,56
388,56
389,56
390,56
391,56
392,56
393,56
394,56
395,56
396,56
397,56
398,56
399,56
400,56
401,56
402,56
403,56
404,56
405,56
406,56
407,56
408,56
409,56
410,56
411,56
412,56
413,56
414,56
415,56
416,56
417,56
418,56
419,56
420,56
421,56
422,56
423,56
424,56
425,56
426,56
427,56
428,56
429,56
430,56
431,56
432,56
433,56
434,56
435,56
436,56
437,56
438,56
439,56
440,56
441,56
442,56
443,56
444,56
445,56
446,56
447,56
448,56
449,56
450,56
451,56
452,56
453,56
454,56
455,56
456,60
457,64
458,64
459,64
460,64
461,64
462,64
463,64
464,64
465,64
466,64
467,64
468,64
469,64
470,64
471,64
472,64
473,64
474,64
475,64
476,64
477,64
478,64
479,64
480,64
481,64
482,64
483,64
484,64
485,64
486,64
487,64
488,64
489,64
490,64
491,64
492,64
493,64
494,64
495,64
496,69
497,71
498,74
499,74
500,74
501,74
502,74
503,74
504,74
505,74
506,74
507,74
508,74
509,74
510,74
511,74
512,74
513,74
514,74
515,74
516,74
517,74
518,74
519,74
520,74
521,74
522,74
523,74
524,74
525,74
526,74
527,74
528,74
529,74
530,74
531,74
532,74
533,74
534,74
535,74
536,74
537,74
538,74
539,74
540,74
541,74
542,74
543,74
544,74
545,74
546,74
547,74
548,74
549,74
550,74
551,74
552,74
553,74
554,74
555,74
556,74
557,74
558,74
559,74
560,74
561,74
562,74
563,74
564,74
565,74
566,74
567,74
568,74
569,74
570,74
571,74
572,74
573,74
574,74
575,74
576,74
577,74
578,74
579,74
580,74
581,74
582,74
583,74
584,74
585,74
586,74
587,74
588,74
589,74
590,74
591,74
592,74
593,74
594,74
595,74
596,74
597,74
598,74
599,74
600,74
601,74
602,74
603,74
604,74
605,74
606,74
607,74
608,74
609,74
610,74
611,74
612,74
613,74
614,74
615,74
616,74
617,74
618,74
619,74
620,74
621,74
622,74
623,74
624,74
625,74
626,74
627,74
628,74
629,74
630,74
631,74
632,74
633,74
634,74
635,74
636,74
637,74
638,74
639,74
640,74
641,74
642,74
643,74
644,74
645,74
646,74
647,74
648,74
649,74
650,74
651,74
652,74
653,74
654,74
655,74
656,74
657,74
658,74
659,74
660,74
661,74
662,74
663,74
664,74
665,74
666,74
667,74
668,74
669,74
670,74
671,74
672,74
673,74
674,74
675,74
676,74
677,74
678,74
679,74
680,74
681,74
682,74
683,74
684,74
685,74
686,74
687,74
688,74
689,74
690,74
691,74
692,74
693,74
694,74
695,74
696,74
697,74
698,74
699,74
700,74
701,74
702,74
703,74
704,74
705,74
706,74
707,74
708,74
709,74
710,74
711,74
712,74
713,74
714,74
715,74
716,74
717,74
718,74
719,74
720,74
721,74
722,74
723,74
724,74
725,74
726,74
727,74
728,74
729,74
730,74
731,74
732,74
733,74
734,74
735,74
736,74
737,74
738,74
739,74
740,74
741,74
742,74
743,74
744,74
745,74
746,74
747,74
748,74
749,74
750,74
751,74
752,74
753,74
754,74
755,74
756,74
757,74
758,74
759,74
760,74
761,74
762,74
763,74
764,74
765,74
766,74
767,74
768,74
769,74
770,74
771,74
772,76
773,78
774,81
775,81
776,81
777,81
778,81
779,81
780,81
781,81
782,81
783,81
784,81
785,81
786,81
787,81
788,81
789,81
790,81
791,81
792,81
793,81
794,81
795,81
796,81
797,81
798,81
799,81
800,81
801,81
802,81
803,81
804,81
805,81
806,81
807,81
808,81
809,81
810,81
811,81
812,81
813,81
814,81
815,81
816,81
817,81
818,81
819,81
820,81
821,81
822,81
823,81
824,81
825,81
826,81
827,81
828,81
829,81
830,81
831,81
832,81
833,81
834,81
835,84
836,89
837,93
838,93
839,93
840,93
841,93
842,93
843,93
844,93
845,93
846,93
847,93
848,93
849,93
850,93
851,93
852,93
853,93
854,93
855,93
856,93
857,93
858,93
859,93
860,93
861,93
862,93
863,93
864,93
865,93
866,93
867,93
868,93
869,93
870,93
871,93
872,93
873,93
874,93
875,93
876,93
877,93
878,93
879,93
880,93
881,93
882,93
883,93
884,93
885,93
886,93
887,97
